Latitude_(deg),Longitude_(deg),Activity_concentration,Distance_from_FDNPP,Total_biomass,Tree_height,Elevation,Mushroom_animal_name,Variance_type_inv,Wild_Grown_mushroom,Leaf/ring_age,Slope_aspect,Position_on_slope,Thickness_type_litter,Leaf_habit,Parts_animal,Mushroom_animal_scientific_name,Parts
37.0,140.0,3.856510295497887,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Wood
37.0,140.0,10.714439990727769,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Litter
37.0,140.0,8.991064332188461,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,6.133398042996649,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,4.976733742420574,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,4.157319361383489,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,8.738895704934043,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Leaf
37.0,140.0,7.944846711001996,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Branch
37.0,140.0,6.602587892189336,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Bark
37.0,140.0,2.517696472610991,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Wood
37.0,140.0,9.568084743872936,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Litter
37.0,140.0,6.717804695023691,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,4.727387818712341,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,2.8507065015037334,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,0.9042181506398859,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,5.666426688112432,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Leaf
37.0,140.0,7.107425474110705,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Branch
37.0,140.0,7.155396301896734,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Bark
37.0,140.0,1.7595805708638197,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Wood
37.0,140.0,10.275085591132715,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Litter
37.0,140.0,6.697034247666484,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,4.177459468932607,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,3.6054978451748854,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,2.2975725511705014,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,9.441531454869693,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Leaf
37.0,140.0,7.878912912297133,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Branch
37.0,140.0,6.966967138613983,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Bark
37.0,140.0,1.8309801823813363,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Wood
37.0,140.0,10.16203685698089,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Litter
37.0,140.0,6.60934924316738,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,5.0689042022202315,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,4.185098925490565,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,3.7612001156935624,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,139.0,7.074116816197362,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Leaf
37.0,139.0,5.905361848054571,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Branch
37.0,139.0,5.247024072160486,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Bark
37.0,139.0,1.715598108262491,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Wood
37.0,139.0,8.068089626278244,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Litter
37.0,139.0,5.459585514144159,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
37.0,139.0,3.332204510175204,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
37.0,139.0,2.2793164660546914,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
37.0,139.0,2.203869120054888,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
36.0,140.0,7.565793282428515,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Leaf
36.0,140.0,6.492239835020471,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Branch
36.0,140.0,7.02197642307216,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Bark
36.0,140.0,2.9856819377004897,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Wood
36.0,140.0,8.14060704285845,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Litter
36.0,140.0,6.643789733147672,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
36.0,140.0,3.906004933102583,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
36.0,140.0,2.714694743820879,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
36.0,140.0,2.5952547069568657,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
37.0,140.0,10.471666571132038,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Leaf
37.0,140.0,10.038935856711177,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Branch
37.0,140.0,9.296609807128359,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Bark
37.0,140.0,5.117993812416755,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Wood
37.0,140.0,11.457423325808623,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Litter
37.0,140.0,10.354595018522993,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,7.581209826196346,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,6.144185634125646,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,5.44673737166631,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,11.321777065973317,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Leaf
37.0,140.0,9.918425424900335,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Branch
37.0,140.0,10.33854382482173,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Bark
37.0,140.0,5.356586274672012,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Wood
37.0,140.0,12.449022745701502,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Litter
37.0,140.0,9.392745258631441,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,7.13966033596492,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,6.659293919683638,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,6.249975242259483,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,8.35490952835879,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Leaf
37.0,140.0,9.980494888896912,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Branch
37.0,140.0,9.883335864325275,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Bark
37.0,140.0,5.918893854273146,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Wood
37.0,140.0,12.36308066783498,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Litter
37.0,140.0,9.75272280064639,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,5.863631175598097,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,5.081404364984463,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,4.320151230955794,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,9.23024103368252,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Leaf
37.0,140.0,9.60245002503719,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Branch
37.0,140.0,7.741099090035366,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Bark
37.0,140.0,4.33729074083249,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Wood
37.0,140.0,10.889323003601277,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Litter
37.0,140.0,8.205491613120236,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,5.236441962829949,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,4.535820107853298,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,3.2771447329921766,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,7.85979918056211,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Leaf
37.0,140.0,6.863803391452954,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Branch
37.0,140.0,6.198478716492308,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Bark
37.0,140.0,2.4932054526026954,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Wood
37.0,140.0,9.031333316150057,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Litter
37.0,140.0,8.006700845440367,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,4.68213122712422,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,3.7471483622379123,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,3.487375077903208,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,4.709530201312334,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Leaf
37.0,140.0,6.761572768804055,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Branch
37.0,140.0,6.670766320845874,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Bark
37.0,140.0,2.3263016196113617,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Wood
37.0,140.0,9.268703615273097,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Litter
37.0,140.0,7.897668150726906,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,4.258445572902527,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,5.081404364984463,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,2.365559892155434,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,7.0825485693553,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Leaf
37.0,140.0,6.739336627357174,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Branch
37.0,140.0,6.222576268071369,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Bark
37.0,140.0,1.43746264769429,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Wood
37.0,140.0,9.296609807128359,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Litter
37.0,140.0,7.650168700845001,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,5.2574953720277815,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,4.409155302062135,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,3.6054978451748854,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,139.0,6.222576268071369,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Leaf
37.0,139.0,5.934894195619588,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Branch
37.0,139.0,4.736198448394496,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Bark
37.0,139.0,0.688134638736401,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Wood
37.0,139.0,7.796057974316123,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Litter
37.0,139.0,6.364750756851911,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
37.0,139.0,3.456316680883235,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
37.0,139.0,2.760009940032921,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
37.0,139.0,2.2417729535972883,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
36.0,140.0,6.669498089857879,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Leaf
36.0,140.0,5.568344503761097,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Branch
36.0,140.0,6.386879319362645,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Bark
36.0,140.0,2.990719731730447,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Wood
36.0,140.0,8.11701408773731,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Litter
36.0,140.0,6.841615476477592,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
36.0,140.0,4.455509411433685,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
36.0,140.0,2.8735646395797834,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
36.0,140.0,3.9815490680767565,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
37.0,140.0,9.375939552625749,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Leaf
37.0,140.0,9.65509029374725,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Branch
37.0,140.0,9.164401140034737,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Bark
37.0,140.0,5.135798437050262,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Wood
37.0,140.0,11.25416768929685,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Litter
37.0,140.0,10.173552856959743,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,7.057036981697891,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,6.698268054115413,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,5.4638318050256105,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,10.591647316585027,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Leaf
37.0,140.0,9.32375833901174,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Branch
37.0,140.0,9.942756341456828,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Bark
37.0,140.0,5.4680601411351315,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Wood
37.0,140.0,12.170450649220749,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Litter
37.0,140.0,8.982309899088579,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,7.930565854233965,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,7.501634457883413,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,6.236369590203704,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,8.599878558034845,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Leaf
37.0,140.0,9.38437770918244,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Branch
37.0,140.0,9.975854724662028,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Bark
37.0,140.0,6.371611847231857,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Wood
37.0,140.0,11.891368749982085,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Litter
37.0,140.0,9.056139690898883,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,6.928537818164665,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,6.142037405587356,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,5.69035945432406,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,9.020510699691906,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Leaf
37.0,140.0,9.711176264112805,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Branch
37.0,140.0,7.840312983320164,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Bark
37.0,140.0,4.536891345234797,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Wood
37.0,140.0,11.000448478455008,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Litter
37.0,140.0,8.765770543987257,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,6.111467339502679,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,5.093750200806762,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,4.206184043977636,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,7.2305631534092925,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Leaf
37.0,140.0,6.985641817639208,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Branch
37.0,140.0,6.492239835020471,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Bark
37.0,140.0,2.747270914255491,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Wood
37.0,140.0,9.158099260130491,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Litter
37.0,140.0,7.969357742016346,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,5.4680601411351315,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,4.653960350157523,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,4.26549281841793,66.53,,,730.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,5.44673737166631,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Leaf
37.0,140.0,6.406879986069314,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Branch
37.0,140.0,6.687108607866515,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Bark
37.0,140.0,2.5494451709255714,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Wood
37.0,140.0,9.200391041122515,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Litter
37.0,140.0,8.224431573221159,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,4.948759890378168,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,4.169761201506855,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,3.5380565643793527,66.29,,,760.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,4.672828834461906,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Leaf
37.0,140.0,6.345636360828596,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Branch
37.0,140.0,6.152732694704104,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Bark
37.0,140.0,1.2412685890696329,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Wood
37.0,140.0,9.314790473332646,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Litter
37.0,140.0,7.878912912297133,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,4.875197323201151,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,4.213607983048918,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,2.3135250330323798,66.29,,,750.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,139.0,5.41610040220442,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Leaf
37.0,139.0,5.5053315359323625,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Branch
37.0,139.0,4.005513348515485,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Bark
37.0,139.0,2.8094026953624978,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Wood
37.0,139.0,7.75833346749091,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Litter
37.0,139.0,6.173786103901937,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
37.0,139.0,3.9982007016691985,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
37.0,139.0,2.7536607123542622,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
37.0,139.0,2.2607208888953467,134.51,,,790.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
36.0,140.0,6.45833828334479,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Leaf
36.0,140.0,5.4638318050256105,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Branch
36.0,140.0,6.342121418721152,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Bark
36.0,140.0,2.8735646395797834,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Wood
36.0,140.0,8.128880142125638,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Litter
36.0,140.0,7.186144304522325,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
36.0,140.0,5.356586274672012,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
36.0,140.0,3.6454498961866,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
36.0,140.0,3.339321977944068,158.22,,,360.0,,SD,,,,Slope,,Evergreen,,,Mineral soil
37.0,140.0,8.224431573221159,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Leaf
37.0,140.0,8.650149418664864,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Branch
37.0,140.0,8.94910546953925,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Bark
37.0,140.0,4.90527477843843,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Wood
37.0,140.0,11.166214996056205,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Litter
37.0,140.0,10.521399202410167,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,7.115582126184454,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,6.529418838262226,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,5.204006687076795,25.85,,,660.0,,SD,,,,Flat and steep,,Evergreen,,,Mineral soil
37.0,140.0,10.207325906555994,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Leaf
37.0,140.0,8.721113147762688,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Branch
37.0,140.0,9.55400099583723,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Bark
37.0,140.0,5.860786223465865,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Wood
37.0,140.0,12.220966184120165,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Litter
37.0,140.0,9.770013301136158,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,7.783640596221253,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,6.398594934535208,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,6.415096959171596,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,8.97094039814245,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Leaf
37.0,140.0,8.756367559802975,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Branch
37.0,140.0,9.55400099583723,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Bark
37.0,140.0,6.60934924316738,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Wood
37.0,140.0,11.669937760751914,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Litter
37.0,140.0,9.510519035757246,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,6.787844982309579,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,5.4680601411351315,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,5.135798437050262,25.85,,,720.0,,SD,,,,NoSlope_Flat,,Deciduous,,,Mineral soil
37.0,140.0,8.219056661060598,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Leaf
37.0,140.0,8.521384396034705,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Branch
37.0,140.0,7.81237820598861,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Bark
37.0,140.0,4.762173934797756,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Wood
37.0,140.0,10.84546552414626,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Litter
37.0,140.0,9.259225769705994,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,6.375024819828097,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
37.0,140.0,5.356586274672012,28.16,,,690.0,,SD,,,,NoSlope_Flat,,Evergreen,,,Mineral soil
