Latitude_(deg),Longitude_(deg),Activity_concentration,Distance_from_FDNPP,Total_biomass,Tree_height,Elevation,Mushroom_animal_name_encoded,Variance_type_inv_encoded,Wild_Grown_mushroom_encoded,Leaf/ring_age_encoded,Slope_aspect_encoded,Position_on_slope_encoded,Thickness_type_litter_encoded,Leaf_habit_encoded,Parts_animal_encoded,Mushroom_animal_scientific_name_encoded,Parts_encoded
,,4.61512051684126,68.44,,,,129,1,1,43,7,7,58,1,0,191,30
,,7.378383712996714,69.57,,,,129,1,1,26,7,7,58,1,0,191,18
,,7.090909822079984,69.57,,,,129,1,1,27,7,7,58,1,0,191,18
,,5.638354669333745,69.57,,,,129,1,1,29,7,7,58,1,0,191,18
,,5.081404364984463,69.57,,,,129,1,1,43,7,7,58,1,0,191,24
,,4.948759890378168,69.57,,,,129,1,1,43,7,7,58,1,0,191,30
,,7.972810784121404,74.38,,,,129,1,1,26,7,7,58,1,0,191,18
,,6.698268054115413,74.38,,,,129,1,1,27,7,7,58,1,0,191,18
,,5.942799375126701,74.38,,,,129,1,1,29,7,7,58,1,0,191,18
,,5.968707559985366,74.38,,,,129,1,1,43,7,7,58,1,0,191,24
,,5.802118375377063,74.38,,,,129,1,1,43,7,7,58,1,0,191,30
,,10.203629181337648,72.91,,,,129,1,1,26,7,7,58,1,0,191,18
,,9.680406499268877,72.91,,,,129,1,1,27,7,7,58,1,0,191,18
,,7.244941546337007,72.91,,,,129,1,1,29,7,7,58,1,0,191,18
,,7.244941546337007,72.91,,,,129,1,1,43,7,7,58,1,0,191,24
,,7.00397413672268,72.91,,,,129,1,1,43,7,7,58,1,0,191,30
,,8.24301946898925,81.35,,,,129,1,1,26,7,7,58,1,0,191,18
,,7.8636512654486515,81.35,,,,129,1,1,27,7,7,58,1,0,191,18
,,6.293419278846481,81.35,,,,129,1,1,29,7,7,58,1,0,191,18
,,5.673323267171493,81.35,,,,129,1,1,43,7,7,58,1,0,191,24
,,5.017279836814924,81.35,,,,129,1,1,43,7,7,58,1,0,191,30
,,7.8636512654486515,85.57,,,,129,1,1,26,7,7,58,1,0,191,18
,,7.313886831633462,85.57,,,,129,1,1,27,7,7,58,1,0,191,18
,,5.968707559985366,85.57,,,,129,1,1,29,7,7,58,1,0,191,18
,,5.860786223465865,85.57,,,,129,1,1,43,7,7,58,1,0,191,24
,,5.802118375377063,85.57,,,,129,1,1,43,7,7,58,1,0,191,30
,,5.017279836814924,98.81,,,,129,1,1,26,7,7,58,1,0,191,18
,,4.948759890378168,98.81,,,,129,1,1,27,7,7,58,1,0,191,18
,,3.4339872044851463,98.81,,,,129,1,1,29,7,7,58,1,0,191,18
,,0.0,98.81,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,98.81,,,,129,1,1,43,7,7,58,1,0,191,30
,,5.198497031265826,110.05,,,,129,1,1,26,7,7,58,1,0,191,18
,,4.948759890378168,110.05,,,,129,1,1,27,7,7,58,1,0,191,18
,,3.4339872044851463,110.05,,,,129,1,1,29,7,7,58,1,0,191,18
,,2.3978952727983707,110.05,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,110.05,,,,129,1,1,43,7,7,58,1,0,191,30
,,6.673297967767654,122.39,,,,129,1,1,26,7,7,58,1,0,191,18
,,5.351858133476067,122.39,,,,129,1,1,27,7,7,58,1,0,191,18
,,4.394449154672439,122.39,,,,129,1,1,29,7,7,58,1,0,191,18
,,3.044522437723423,122.39,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,122.39,,,,129,1,1,43,7,7,58,1,0,191,30
,,3.044522437723423,145.71,,,,129,1,1,26,7,7,58,1,0,191,18
,,0.0,145.71,,,,129,1,1,27,7,7,58,1,0,191,18
,,3.4339872044851463,145.71,,,,129,1,1,29,7,7,58,1,0,191,18
,,0.0,145.71,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,145.71,,,,129,1,1,43,7,7,58,1,0,191,30
,,5.198497031265826,119.91,,,,129,1,1,26,7,7,58,1,0,191,18
,,4.262679877041316,119.91,,,,129,1,1,27,7,7,58,1,0,191,18
,,2.3978952727983707,119.91,,,,129,1,1,29,7,7,58,1,0,191,18
,,2.3978952727983707,119.91,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,119.91,,,,129,1,1,43,7,7,58,1,0,191,30
,,8.071218539969863,111.61,,,,129,1,1,26,7,7,58,1,0,191,18
,,5.303304908059076,111.61,,,,129,1,1,27,7,7,58,1,0,191,18
,,4.709530201312334,111.61,,,,129,1,1,29,7,7,58,1,0,191,18
,,3.713572066704308,111.61,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,111.61,,,,129,1,1,43,7,7,58,1,0,191,30
,,7.170888478512505,86.4,,,,129,1,1,26,7,7,58,1,0,191,18
,,5.303304908059076,86.4,,,,129,1,1,27,7,7,58,1,0,191,18
,,3.4339872044851463,86.4,,,,129,1,1,29,7,7,58,1,0,191,18
,,3.044522437723423,86.4,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,86.4,,,,129,1,1,43,7,7,58,1,0,191,30
,,7.244941546337007,96.16,,,,129,1,1,26,7,7,58,1,0,191,18
,,6.066108090103747,96.16,,,,129,1,1,27,7,7,58,1,0,191,18
,,4.61512051684126,96.16,,,,129,1,1,29,7,7,58,1,0,191,18
,,4.394449154672439,96.16,,,,129,1,1,43,7,7,58,1,0,191,24
,,4.262679877041316,96.16,,,,129,1,1,43,7,7,58,1,0,191,30
,,7.00397413672268,94.53,,,,129,1,1,26,7,7,58,1,0,191,18
,,6.311734809152915,94.53,,,,129,1,1,27,7,7,58,1,0,191,18
,,4.61512051684126,94.53,,,,129,1,1,29,7,7,58,1,0,191,18
,,4.51085950651685,94.53,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,94.53,,,,129,1,1,43,7,7,58,1,0,191,30
,,7.090909822079984,76.56,,,,129,1,1,26,7,7,58,1,0,191,18
,,5.707110264748875,76.56,,,,129,1,1,27,7,7,58,1,0,191,18
,,4.262679877041316,76.56,,,,129,1,1,29,7,7,58,1,0,191,18
,,3.4339872044851463,76.56,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,76.56,,,,129,1,1,43,7,7,58,1,0,191,30
,,8.575650760987806,67.11,,,,129,1,1,26,7,7,58,1,0,191,18
,,7.378383712996714,67.11,,,,129,1,1,27,7,7,58,1,0,191,18
,,6.293419278846481,67.11,,,,129,1,1,29,7,7,58,1,0,191,18
,,5.081404364984463,67.11,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,67.11,,,,129,1,1,43,7,7,58,1,0,191,30
,,8.497194544909547,70.24,,,,129,1,1,26,7,7,58,1,0,191,18
,,7.00397413672268,70.24,,,,129,1,1,27,7,7,58,1,0,191,18
,,6.415096959171596,70.24,,,,129,1,1,29,7,7,58,1,0,191,18
,,4.948759890378168,70.24,,,,129,1,1,43,7,7,58,1,0,191,24
,,4.948759890378168,70.24,,,,129,1,1,43,7,7,58,1,0,191,30
,,0.0,,,,,129,1,1,26,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,27,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,29,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,30
,,0.0,,,,,129,1,1,26,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,27,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,29,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,30
,,0.0,,,,,129,1,1,26,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,27,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,29,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,30
,,5.25227342804663,,,,,129,1,1,26,7,7,58,1,0,191,18
,,4.948759890378168,,,,,129,1,1,27,7,7,58,1,0,191,18
,,4.262679877041316,,,,,129,1,1,29,7,7,58,1,0,191,18
,,4.61512051684126,,,,,129,1,1,43,7,7,58,1,0,191,24
,,4.709530201312334,,,,,129,1,1,43,7,7,58,1,0,191,30
,,5.602118820879701,,,,,129,1,1,26,7,7,58,1,0,191,18
,,4.394449154672439,,,,,129,1,1,27,7,7,58,1,0,191,18
,,3.4339872044851463,,,,,129,1,1,29,7,7,58,1,0,191,18
,,4.110873864173311,,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,30
,,6.255750041753367,,,,,129,1,1,26,7,7,58,1,0,191,18
,,5.564520407322694,,,,,129,1,1,27,7,7,58,1,0,191,18
,,3.4339872044851463,,,,,129,1,1,29,7,7,58,1,0,191,18
,,3.9318256327243257,,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,30
,,4.394449154672439,,,,,129,1,1,26,7,7,58,1,0,191,18
,,4.110873864173311,,,,,129,1,1,27,7,7,58,1,0,191,18
,,3.713572066704308,,,,,129,1,1,29,7,7,58,1,0,191,18
,,4.61512051684126,,,,,129,1,1,43,7,7,58,1,0,191,24
,,4.110873864173311,,,,,129,1,1,43,7,7,58,1,0,191,30
,,5.017279836814924,,,,,129,1,1,26,7,7,58,1,0,191,18
,,4.948759890378168,,,,,129,1,1,27,7,7,58,1,0,191,18
,,3.4339872044851463,,,,,129,1,1,29,7,7,58,1,0,191,18
,,4.394449154672439,,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,30
,,5.081404364984463,,,,,129,1,1,26,7,7,58,1,0,191,18
,,4.709530201312334,,,,,129,1,1,27,7,7,58,1,0,191,18
,,4.262679877041316,,,,,129,1,1,29,7,7,58,1,0,191,18
,,4.61512051684126,,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,30
,,3.4339872044851463,,,,,129,1,1,26,7,7,58,1,0,191,18
,,3.044522437723423,,,,,129,1,1,27,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,29,7,7,58,1,0,191,18
,,2.3978952727983707,,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,30
,,3.4339872044851463,,,,,129,1,1,26,7,7,58,1,0,191,18
,,3.044522437723423,,,,,129,1,1,27,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,29,7,7,58,1,0,191,18
,,3.044522437723423,,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,30
,,3.044522437723423,,,,,129,1,1,26,7,7,58,1,0,191,18
,,3.044522437723423,,,,,129,1,1,27,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,29,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,30
,,4.875197323201151,,,,,129,1,1,26,7,7,58,1,0,191,18
,,4.110873864173311,,,,,129,1,1,27,7,7,58,1,0,191,18
,,3.4339872044851463,,,,,129,1,1,29,7,7,58,1,0,191,18
,,3.4339872044851463,,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,30
,,6.792344427470809,,,,,129,1,1,26,7,7,58,1,0,191,18
,,4.948759890378168,,,,,129,1,1,27,7,7,58,1,0,191,18
,,3.713572066704308,,,,,129,1,1,29,7,7,58,1,0,191,18
,,4.51085950651685,,,,,129,1,1,43,7,7,58,1,0,191,24
,,5.081404364984463,,,,,129,1,1,43,7,7,58,1,0,191,30
,,4.51085950651685,,,,,129,1,1,26,7,7,58,1,0,191,18
,,4.394449154672439,,,,,129,1,1,27,7,7,58,1,0,191,18
,,4.51085950651685,,,,,129,1,1,29,7,7,58,1,0,191,18
,,4.51085950651685,,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,30
,,6.898714534329988,,,,,129,1,1,26,7,7,58,1,0,191,18
,,5.707110264748875,,,,,129,1,1,27,7,7,58,1,0,191,18
,,4.948759890378168,,,,,129,1,1,29,7,7,58,1,0,191,18
,,5.916202062607435,,,,,129,1,1,43,7,7,58,1,0,191,24
,,5.916202062607435,,,,,129,1,1,43,7,7,58,1,0,191,30
,,7.824445930877619,,,,,129,1,1,26,7,7,58,1,0,191,18
,,7.090909822079984,,,,,129,1,1,27,7,7,58,1,0,191,18
,,5.525452939131784,,,,,129,1,1,29,7,7,58,1,0,191,18
,,5.8888779583328805,,,,,129,1,1,43,7,7,58,1,0,191,24
,,5.739792912179234,,,,,129,1,1,43,7,7,58,1,0,191,30
,,6.398594934535208,,,,,129,1,1,26,7,7,58,1,0,191,18
,,5.916202062607435,,,,,129,1,1,27,7,7,58,1,0,191,18
,,4.262679877041316,,,,,129,1,1,29,7,7,58,1,0,191,18
,,5.081404364984463,,,,,129,1,1,43,7,7,58,1,0,191,24
,,5.802118375377063,,,,,129,1,1,43,7,7,58,1,0,191,30
,,5.351858133476067,,,,,129,1,1,26,7,7,58,1,0,191,18
,,4.394449154672439,,,,,129,1,1,27,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,29,7,7,58,1,0,191,18
,,2.3978952727983707,,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,30
,,0.0,,,,,129,1,1,26,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,27,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,29,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,30
,,6.888572459565364,,,,,129,1,1,26,7,7,58,1,0,191,18
,,5.017279836814924,,,,,129,1,1,27,7,7,58,1,0,191,18
,,4.709530201312334,,,,,129,1,1,29,7,7,58,1,0,191,18
,,4.948759890378168,,,,,129,1,1,43,7,7,58,1,0,191,24
,,4.709530201312334,,,,,129,1,1,43,7,7,58,1,0,191,30
,,7.00397413672268,,,,,129,1,1,26,7,7,58,1,0,191,18
,,4.795790545596741,,,,,129,1,1,27,7,7,58,1,0,191,18
,,4.795790545596741,,,,,129,1,1,29,7,7,58,1,0,191,18
,,5.303304908059076,,,,,129,1,1,43,7,7,58,1,0,191,24
,,5.25227342804663,,,,,129,1,1,43,7,7,58,1,0,191,30
,,4.795790545596741,,,,,129,1,1,26,7,7,58,1,0,191,18
,,5.017279836814924,,,,,129,1,1,27,7,7,58,1,0,191,18
,,3.9318256327243257,,,,,129,1,1,29,7,7,58,1,0,191,18
,,5.25227342804663,,,,,129,1,1,43,7,7,58,1,0,191,24
,,5.017279836814924,,,,,129,1,1,43,7,7,58,1,0,191,30
,,7.550135342488429,,,,,129,1,1,26,7,7,58,1,0,191,18
,,6.2166061010848646,,,,,129,1,1,27,7,7,58,1,0,191,18
,,4.709530201312334,,,,,129,1,1,29,7,7,58,1,0,191,18
,,5.198497031265826,,,,,129,1,1,43,7,7,58,1,0,191,24
,,6.311734809152915,,,,,129,1,1,43,7,7,58,1,0,191,30
,,5.673323267171493,,,,,129,1,1,26,7,7,58,1,0,191,18
,,4.262679877041316,,,,,129,1,1,27,7,7,58,1,0,191,18
,,3.9318256327243257,,,,,129,1,1,29,7,7,58,1,0,191,18
,,4.61512051684126,,,,,129,1,1,43,7,7,58,1,0,191,24
,,4.709530201312334,,,,,129,1,1,43,7,7,58,1,0,191,30
,,4.51085950651685,,,,,129,1,1,26,7,7,58,1,0,191,18
,,3.4339872044851463,,,,,129,1,1,27,7,7,58,1,0,191,18
,,3.044522437723423,,,,,129,1,1,29,7,7,58,1,0,191,18
,,4.394449154672439,,,,,129,1,1,43,7,7,58,1,0,191,24
,,4.61512051684126,,,,,129,1,1,43,7,7,58,1,0,191,30
,,4.795790545596741,,,,,129,1,1,26,7,7,58,1,0,191,18
,,3.9318256327243257,,,,,129,1,1,27,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,29,7,7,58,1,0,191,18
,,3.044522437723423,,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,30
,,0.0,,,,,129,1,1,26,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,27,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,29,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,30
,,0.0,,,,,129,1,1,26,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,27,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,29,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,30
,,5.303304908059076,,,,,129,1,1,26,7,7,58,1,0,191,18
,,4.795790545596741,,,,,129,1,1,27,7,7,58,1,0,191,18
,,4.262679877041316,,,,,129,1,1,29,7,7,58,1,0,191,18
,,4.110873864173311,,,,,129,1,1,43,7,7,58,1,0,191,24
,,3.4339872044851463,,,,,129,1,1,43,7,7,58,1,0,191,30
,,0.0,,,,,129,1,1,26,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,27,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,29,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,30
,,2.3978952727983707,,,,,129,1,1,26,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,27,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,29,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,30
,,4.709530201312334,,,,,129,1,1,26,7,7,58,1,0,191,18
,,4.394449154672439,,,,,129,1,1,27,7,7,58,1,0,191,18
,,3.044522437723423,,,,,129,1,1,29,7,7,58,1,0,191,18
,,4.110873864173311,,,,,129,1,1,43,7,7,58,1,0,191,24
,,5.14166355650266,,,,,129,1,1,43,7,7,58,1,0,191,30
,,3.4339872044851463,,,,,129,1,1,26,7,7,58,1,0,191,18
,,3.044522437723423,,,,,129,1,1,27,7,7,58,1,0,191,18
,,3.044522437723423,,,,,129,1,1,29,7,7,58,1,0,191,18
,,4.262679877041316,,,,,129,1,1,43,7,7,58,1,0,191,24
,,4.262679877041316,,,,,129,1,1,43,7,7,58,1,0,191,30
,,4.795790545596741,,,,,129,1,1,26,7,7,58,1,0,191,18
,,3.713572066704308,,,,,129,1,1,27,7,7,58,1,0,191,18
,,3.044522437723423,,,,,129,1,1,29,7,7,58,1,0,191,18
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,24
,,0.0,,,,,129,1,1,43,7,7,58,1,0,191,30
37.0,140.0,9.627799924932717,69.97,,,,129,1,1,43,7,7,58,0,0,191,19
37.0,140.0,10.076221629305255,69.97,,,,129,1,1,43,7,7,58,0,0,191,26
37.0,140.0,7.806289289267033,69.97,,,,129,1,1,43,7,7,58,0,0,191,26
37.0,140.0,0.0,69.97,,,,129,1,1,43,7,7,58,0,0,191,26
37.0,140.0,0.0,69.97,,,,129,1,1,43,7,7,58,0,0,191,26
37.0,140.0,0.0,69.97,,,,129,1,1,43,7,7,58,0,0,191,26
37.0,140.0,0.0,69.97,,,,129,1,1,43,7,7,58,0,0,191,26
37.0,140.0,9.691592993399809,69.97,,,,129,1,1,43,7,7,58,1,0,191,19
37.0,140.0,9.451795243061646,69.97,,,,129,1,1,43,7,7,58,1,0,191,26
37.0,140.0,6.507277712385012,69.97,,,,129,1,1,43,7,7,58,1,0,191,26
37.0,140.0,0.0,69.97,,,,129,1,1,43,7,7,58,1,0,191,26
37.0,140.0,0.0,69.97,,,,129,1,1,43,7,7,58,1,0,191,26
37.0,140.0,0.0,69.97,,,,129,1,1,43,7,7,58,1,0,191,26
37.0,140.0,0.0,69.97,,,,129,1,1,43,7,7,58,1,0,191,26
37.0,140.0,0.0,69.97,,,,129,1,1,43,7,7,58,1,0,191,26
37.0,140.0,0.0,69.97,,,,129,1,1,43,7,7,58,1,0,191,26
37.0,140.0,0.0,69.97,,,,129,1,1,43,7,7,58,1,0,191,26
37.0,140.0,0.4824261492442927,69.97,,,,129,1,1,4,7,7,58,0,0,191,15
37.0,140.0,0.6471032420585384,69.97,,,,129,1,1,6,7,7,58,0,0,191,15
37.0,140.0,0.4700036292457356,69.97,,,,129,1,1,8,7,7,58,0,0,191,15
37.0,140.0,0.7178397931503169,69.97,,,,129,1,1,10,7,7,58,0,0,191,15
37.0,140.0,1.4586150226995167,69.97,,,,129,1,1,12,7,7,58,0,0,191,15
37.0,140.0,1.2809338454620642,69.97,,,,129,1,1,14,7,7,58,0,0,191,15
37.0,140.0,2.700689846695917,69.97,,,,129,1,1,16,7,7,58,0,0,191,15
37.0,140.0,2.8942531046041373,69.97,,,,129,1,1,18,7,7,58,0,0,191,33
37.0,140.0,3.367295829986474,69.97,,,,129,1,1,19,7,7,58,0,0,191,33
37.0,140.0,3.598954746585949,69.97,,,,129,1,1,21,7,7,58,0,0,191,33
37.0,140.0,3.751384659465333,69.97,,,,129,1,1,22,7,7,58,0,0,191,33
37.0,140.0,3.77413929806476,69.97,,,,129,1,1,23,7,7,58,0,0,191,33
37.0,140.0,3.814189645079383,69.97,,,,129,1,1,24,7,7,58,0,0,191,33
37.0,140.0,0.8712933659434193,69.97,,,,129,1,1,2,7,7,58,0,0,191,15
37.0,140.0,0.9162907318741552,69.97,,,,129,1,1,4,7,7,58,0,0,191,15
37.0,140.0,0.7884573603642702,69.97,,,,129,1,1,6,7,7,58,0,0,191,15
37.0,140.0,1.0715836162801904,69.97,,,,129,1,1,8,7,7,58,0,0,191,15
37.0,140.0,0.8919980393051105,69.97,,,,129,1,1,10,7,7,58,0,0,191,15
37.0,140.0,1.229640551074514,69.97,,,,129,1,1,12,7,7,58,0,0,191,15
37.0,140.0,1.7850704810772584,69.97,,,,129,1,1,14,7,7,58,0,0,191,15
37.0,140.0,2.172476407647025,69.97,,,,129,1,1,16,7,7,58,0,0,191,15
37.0,140.0,2.005525858729668,69.97,,,,129,1,1,18,7,7,58,0,0,191,33
37.0,140.0,2.032087845296365,69.97,,,,129,1,1,19,7,7,58,0,0,191,33
37.0,140.0,2.158714722574344,69.97,,,,129,1,1,21,7,7,58,0,0,191,33
37.0,140.0,2.4414770918606643,69.97,,,,129,1,1,22,7,7,58,0,0,191,33
37.0,140.0,2.5877640352277083,69.97,,,,129,1,1,23,7,7,58,0,0,191,33
37.0,140.0,2.659559991941776,69.97,,,,129,1,1,24,7,7,58,0,0,191,33
37.0,140.0,0.9858167945227652,69.97,,,,129,1,1,2,7,7,58,0,0,191,15
37.0,140.0,0.7929925155296614,69.97,,,,129,1,1,4,7,7,58,0,0,191,15
37.0,140.0,1.199964782928397,69.97,,,,129,1,1,6,7,7,58,0,0,191,15
37.0,140.0,0.5877866649021191,69.97,,,,129,1,1,8,7,7,58,0,0,191,15
37.0,140.0,0.6729444732424258,69.97,,,,129,1,1,10,7,7,58,0,0,191,15
37.0,140.0,0.8372475245337022,69.97,,,,129,1,1,12,7,7,58,0,0,191,15
37.0,140.0,1.095273387402595,69.97,,,,129,1,1,14,7,7,58,0,0,191,15
37.0,140.0,1.547562508716013,69.97,,,,129,1,1,16,7,7,58,0,0,191,15
37.0,140.0,2.4475508632442318,69.97,,,,129,1,1,18,7,7,58,0,0,191,33
37.0,140.0,3.0440461338325417,69.97,,,,129,1,1,19,7,7,58,0,0,191,33
37.0,140.0,3.4085039568445934,69.97,,,,129,1,1,21,7,7,58,0,0,191,33
37.0,140.0,3.443937535338314,69.97,,,,129,1,1,22,7,7,58,0,0,191,33
37.0,140.0,3.380314170745731,69.97,,,,129,1,1,23,7,7,58,0,0,191,33
37.0,140.0,3.34779660493504,69.97,,,,129,1,1,24,7,7,58,0,0,191,33
37.0,140.0,3.862622655133019,69.97,,,,129,1,1,29,7,7,58,0,0,191,33
37.0,140.0,0.4762341789963716,69.97,,,,129,1,1,4,7,7,58,0,0,191,15
37.0,140.0,0.494696241836107,69.97,,,,129,1,1,6,7,7,58,0,0,191,15
37.0,140.0,0.494696241836107,69.97,,,,129,1,1,8,7,7,58,0,0,191,15
37.0,140.0,0.9858167945227652,69.97,,,,129,1,1,10,7,7,58,0,0,191,15
37.0,140.0,1.7119945007591924,69.97,,,,129,1,1,12,7,7,58,0,0,191,15
37.0,140.0,2.6511270537025893,69.97,,,,129,1,1,14,7,7,58,0,0,191,15
37.0,140.0,3.0832851705618523,69.97,,,,129,1,1,16,7,7,58,0,0,191,15
37.0,140.0,2.9317269435780786,69.97,,,,129,1,1,18,7,7,58,0,0,191,33
37.0,140.0,3.179719109667007,69.97,,,,129,1,1,19,7,7,58,0,0,191,33
37.0,140.0,2.888147062874053,69.97,,,,129,1,1,21,7,7,58,0,0,191,33
37.0,140.0,3.231594597275976,69.97,,,,129,1,1,22,7,7,58,0,0,191,33
37.0,140.0,3.237893830703962,69.97,,,,129,1,1,23,7,7,58,0,0,191,33
37.0,140.0,3.525772116243786,69.97,,,,129,1,1,24,7,7,58,0,0,191,33
37.0,140.0,1.667706820558076,69.97,,,,129,1,1,5,7,7,58,1,0,191,15
37.0,140.0,1.7578579175523736,69.97,,,,129,1,1,7,7,7,58,1,0,191,15
37.0,140.0,1.791759469228055,69.97,,,,129,1,1,9,7,7,58,1,0,191,15
37.0,140.0,2.509599262378372,69.97,,,,129,1,1,11,7,7,58,1,0,191,15
37.0,140.0,2.624668592163159,69.97,,,,129,1,1,13,7,7,58,1,0,191,15
37.0,140.0,2.995732273553991,69.97,,,,129,1,1,15,7,7,58,1,0,191,15
37.0,140.0,3.194583132299156,69.97,,,,129,1,1,17,7,7,58,1,0,191,15
37.0,140.0,3.104586678466073,69.97,,,,129,1,1,19,7,7,58,1,0,191,33
37.0,140.0,2.954910279033736,69.97,,,,129,1,1,21,7,7,58,1,0,191,33
37.0,140.0,2.667228206581955,69.97,,,,129,1,1,22,7,7,58,1,0,191,33
37.0,140.0,2.5726122302071057,69.97,,,,129,1,1,24,7,7,58,1,0,191,33
37.0,140.0,2.70805020110221,69.97,,,,129,1,1,29,7,7,58,1,0,191,33
37.0,140.0,0.9162907318741552,69.97,,,,129,1,1,3,7,7,58,1,0,191,15
37.0,140.0,1.029619417181158,69.97,,,,129,1,1,5,7,7,58,1,0,191,15
37.0,140.0,1.9021075263969205,69.97,,,,129,1,1,7,7,7,58,1,0,191,15
37.0,140.0,2.3513752571634776,69.97,,,,129,1,1,9,7,7,58,1,0,191,15
37.0,140.0,2.2192034840549946,69.97,,,,129,1,1,11,7,7,58,1,0,191,15
37.0,140.0,2.302585092994046,69.97,,,,129,1,1,13,7,7,58,1,0,191,15
37.0,140.0,2.4595888418037104,69.97,,,,129,1,1,15,7,7,58,1,0,191,15
37.0,140.0,3.5085558999826545,69.97,,,,129,1,1,17,7,7,58,1,0,191,15
37.0,140.0,2.9069010598473755,69.97,,,,129,1,1,19,7,7,58,1,0,191,33
37.0,140.0,2.580216829592325,69.97,,,,129,1,1,21,7,7,58,1,0,191,33
37.0,140.0,2.501435951739211,69.97,,,,129,1,1,22,7,7,58,1,0,191,33
37.0,140.0,2.525728644308256,69.97,,,,129,1,1,23,7,7,58,1,0,191,33
37.0,140.0,2.714694743820879,69.97,,,,129,1,1,24,7,7,58,1,0,191,33
